58,3928,2352,3052,1266,1234,3753,1645,165,2599,1277,1300,480,2542,3104,3916
30,3556,1916,1033,342,151,1527,1535,3920,2037,340,2089,3438,1343,1408,3429
28,2302,1374,1466,1784,73,360,2094,1682,1946,2459,366,3423,222,2118,2875
29,318,926,2407,2248,1028,919,3074,1278,39,1653,924,2791,2640,1094,1090
60,2747,2946,2463,1965,1293,1096,2314,1292,1937,3019,3700,2268,906,2312,3104
61,3926,2611,1673,3061,428,3257,517,3063,1295,2310,2706,1299,3200,6,2560
62,2433,3066,88,1805,1088,1268,2787,2826,3007,3489,3690,1873,3508,1280,73
63,2273,1754,66,2750,1674,1476,3926,1295,3785,581,1235,1041,1222,3452,1130
64,780,2763,2966,2871,2863,3512,866,1927,2916,485,6,2058,473,2015,3175
65,316,1042,1682,688,473,353,2355,1378,2365,2334,527,2348,2867,1205,1968
66,3717,3147,733,2406,2057,1411,3253,1120,1721,3948,3298,2598,1645,1997,151
67,1377,3827,345,88,1079,2009,1301,3182,1268,3683,2565,3911,947,344,932
68,2115,1921,1414,1683,1805,2527,1223,2966,1674,2739,2987,3617,2787,3926,588
69,492,1836,3926,2202,1220,3062,3398,3920,366,527,1359,3067,132,17,2687
34,1304,1240,446,3425,47,2407,2622,733,1466,1296,3129,1894,2077,1377,1263
24,2329,2926,3726,1125,34,1019,2944,2396,969,1909,165,1258,2747,913,330
25,3927,316,3555,1019,2011,541,1797,471,50,542,2863,1721,671,500,1343
26,1023,3354,1587,527,3298,3623,1083,2961,3751,3037,595,3836,2083,3696,596
27,1300,1544,923,3927,2407,3134,1225,1185,3037,1342,351,100,3362,88,2565
20,593,2410,2011,2640,1374,1370,1909,3699,2371,1196,1356,2797,2916,1641,1395
21,1073,2841,3802,2560,1345,2770,2359,562,3361,1089,785,1192,2567,1562,1206
22,1918,2710,2268,2096,2719,2772,2076,1374,1836,1036,2949,2402,1976,2375,3230
49,3624,1036,2167,2427,1379,1732,442,3082,517,196,2793,3107,2600,2706,163
46,2110,522,94,3412,1126,1023,3393,1032,3717,2043,2040,3206,2176,2639,1831
23,3101,3949,1301,599,3246,163,151,1287,3438,1097,595,2616,164,1266,3727
44,1253,356,3871,2193,1214,1907,2423,2001,902,2125,2804,353,10,454,3148
45,3690,1949,1834,1619,2747,3103,1772,1262,2423,2820,553,1526,1104,3462,1387
42,3923,497,1198,1199,3174,1219,2912,3424,3408,1676,1262,3366,903,1094,1370
43,2710,2269,3326,16,110,3751,223,1296,2433,292,3020,3039,2724,2694,3422
40,249,661,2394,959,813,2528,1806,1220,2867,3264,1873,1251,1183,2686,353
41,151,2045,1171,3108,262,3396,3949,2090,1343,3399,2025,2193,1265,2384,3194
1,3928,1,2501,3265,2571,2616,2717,2944,2161,1196,39,1291,3083,1064,1188
35,1785,3726,1730,1873,3104,1085,2804,1304,858,1204,497,2291,2944,2723,353
3,1036,1955,3259,2616,2249,3298,376,3062,110,2791,1183,1073,41,3425,3219
2,1799,110,454,1136,1394,3699,2020,527,3260,2959,2161,3928,552,2294,1405
5,66,953,1674,3152,1263,2396,2692,2288,3494,3160,1136,3186,1377,2797,367
4,3928,3082,1,1247,2793,3920,1278,2394,107,2640,1183,1291,3668,2717,1220
7,368,10,2324,1186,1676,1799,3208,858,1918,3528,2427,288,2916,3916,3147
6,1777,2079,1265,3061,2366,1301,3256,497,3129,1234,453,11,3807,1643,2836
9,1411,3097,1968,364,2541,44,3155,2424,3671,2793,3252,2683,2396,930,778
8,1207,2396,3578,866,2118,151,1363,902,3654,2916,132,3067,2353,1183,492
18,217,3083,480,2528,2150,2863,541,3668,2966,3362,953,527,1947,1205,2946
13,2804,48,145,2867,1784,1252,2012,1836,3362,2321,3927,1371,813,595,2553
12,2571,2822,2126,1690,2717,959,3927,926,3629,318,589,1952,329,70,1544
70,2967,1788,1359,330,2282,1016,1535,277,1797,608,599,440,2792,3638,3554
